CPQ ID,Account ID,CreatedDate,Product Group, X36 MRC List , X36 NRR List , X36 NPV List ,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status
CPQ-003689,Acct-000536,12/8/16,IP Services," $2,553.41 ", $922.00 ," $65,412.52 ",Bldg-115716,Atlanta,75 5th St NW,Atlanta,GA,30308,496.31,On Zayo Network
CPQ-003690,Acct-000536,12/8/16,IP Services," $1,575.00 ", $922.00 ," $43,335.04 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003691,Acct-000536,12/8/16,IP Services, $420.75 , $922.00 ," $11,534.60 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003692,Acct-000493,12/8/16,SONET," $1,025.86 "," $2,766.00 "," $10,631.51 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-003692,Acct-000493,12/8/16,SONET," $1,025.86 "," $2,766.00 "," $10,631.51 ",Bldg-147140,Dallas,1701 N Market St,Dallas,TX,75202,609.61,On Zayo Network
CPQ-003693,Acct-000493,12/8/16,SONET, $587.78 ," $1,844.00 "," $6,375.29 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-003694,Acct-000493,12/8/16,SONET," $1,332.29 "," $2,766.00 "," $27,302.69 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-003695,Acct-000493,12/8/16,Dark Fiber - Metro," $3,144.01 "," $4,610.00 "," $82,152.88 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-003695,Acct-000493,12/8/16,Dark Fiber - Metro," $3,144.01 "," $4,610.00 "," $82,152.88 ",Bldg-147140,Dallas,1701 N Market St,Dallas,TX,75202,609.61,On Zayo Network
CPQ-003696,Acct-000493,12/8/16,SONET, $853.32 ," $1,844.00 "," $4,978.41 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-003696,Acct-000493,12/8/16,SONET, $853.32 ," $1,844.00 "," $4,978.41 ",Bldg-147140,Dallas,1701 N Market St,Dallas,TX,75202,609.61,On Zayo Network
CPQ-003697,Acct-000013,12/8/16,Ethernet, $516.52 , $461.00 ," $8,844.59 ",Bldg-116499,Dallas,105 Decker Ct,Irving,TX,75062,598.76,On Zayo Network
CPQ-003698,Acct-000091,12/8/16,Ethernet, $414.90 ," $1,844.00 "," $11,250.68 ",Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
CPQ-003699,Acct-000014,12/8/16,Wavelengths - Long Haul," $6,730.60 "," $2,858.20 ", $-   ,Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-003700,Acct-000144,12/8/16,Ethernet," $3,889.87 ", $922.00 ," $23,399.87 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-003700,Acct-000144,12/8/16,Ethernet," $3,889.87 ", $922.00 ," $23,399.87 ",Bldg-507953,Denver,1726 Cole Blvd,Golden,CO,80401,922.55,Not on Zayo Network
CPQ-003701,Acct-000035,12/8/16,Ethernet," $1,284.54 "," $1,090.96 "," $28,250.21 ",Bldg-109244,Denver,1801 California St,Denver,CO,80202,207.17,On Zayo Network
CPQ-003702,Acct-000035,12/8/16,Ethernet, $885.23 ," $1,090.96 "," $17,248.89 ",Bldg-109244,Denver,1801 California St,Denver,CO,80202,207.17,On Zayo Network
CPQ-003703,Acct-000537,12/8/16,Ethernet," $1,549.49 ", $922.00 ," $27,115.65 ",Bldg-119712,Dallas,2101 Cedar Springs Rd,Dallas,TX,75201,139.25,On Zayo Network
CPQ-003704,Acct-000252,12/8/16,Wavelengths - Metro," $5,154.51 ", $368.80 ," $91,231.14 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-003704,Acct-000252,12/8/16,Wavelengths - Metro," $5,154.51 ", $368.80 ," $91,231.14 ",Bldg-078151,Denver,639 E 18th Ave,Denver,CO,80203,80.1,On Zayo Network
CPQ-003705,Acct-000478,12/8/16,Wavelengths - Long Haul," $1,793.29 "," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003706,Acct-000156,12/8/16,Ethernet," $1,404.97 ", $922.00 ," $30,226.33 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003707,Acct-000538,12/8/16,IP Services," $1,789.78 ", $922.00 ," $44,324.80 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003708,Acct-000539,12/8/16,IP Services," $2,290.91 ", $922.00 ," $58,218.65 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-003709,Acct-000539,12/8/16,zColo, $896.19 ," $1,217.04 "," $20,130.16 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-003710,Acct-000276,12/8/16,zColo, $248.94 , $276.60 ," $7,064.50 ",Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
CPQ-003711,Acct-000491,12/8/16,IP Services," $1,646.84 ", $922.00 ," $40,473.86 ",Bldg-109955,Dallas,3000 Irving Blvd,Dallas,TX,75247,117.61,On Zayo Network
CPQ-003712,Acct-000009,12/8/16,Wavelengths - Metro," $1,497.32 ", $-   ," $25,243.21 ",Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-003712,Acct-000009,12/8/16,Wavelengths - Metro," $1,497.32 ", $-   ," $25,243.21 ",Bldg-014864,Atlanta,250 Williams St NW,Atlanta,GA,30303,280.06,On Zayo Network
CPQ-003713,Acct-000020,12/8/16,IP Services, $573.75 , $922.00 ," $9,999.69 ",Bldg-081145,Denver,110 16th St,Denver,CO,80202,133.87,On Zayo Network
CPQ-003714,Acct-000540,12/8/16,Ethernet," $4,219.45 ", $922.00 ," $25,306.27 ",Bldg-090300,Dallas,3010 Waterview Pkwy,Richardson,TX,75080,436.62,On Zayo Network
CPQ-003714,Acct-000540,12/8/16,Ethernet," $4,219.45 ", $922.00 ," $25,306.27 ",Bldg-507881,Dallas,5429 Lyndon B Johnson Fwy,Dallas,TX,75240,2125.74,Not on Zayo Network
CPQ-003715,Acct-000491,12/8/16,IP Services," $2,290.91 ", $922.00 ," $58,218.65 ",Bldg-109955,Dallas,3000 Irving Blvd,Dallas,TX,75247,117.61,On Zayo Network
CPQ-003716,Acct-000264,12/8/16,Wavelengths - Long Haul," $4,359.22 "," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003717,Acct-000264,12/8/16,Wavelengths - Long Haul," $20,295.76 "," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003718,Acct-000122,12/8/16,IP Services," $1,067.18 ", $922.00 ," $10,824.93 ",Bldg-387490,Atlanta,55 Satellite Blvd NW,Suwanee,GA,30024,161.97,Not on Zayo Network
CPQ-003719,Acct-000439,12/8/16,Ethernet," $1,002.98 ", $901.80 ," $18,407.09 ",Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network
CPQ-003720,Acct-000537,12/8/16,Ethernet," $1,184.14 ", $922.00 ," $17,049.87 ",Bldg-119712,Dallas,2101 Cedar Springs Rd,Dallas,TX,75201,139.25,On Zayo Network
CPQ-003721,Acct-000062,12/8/16,Ethernet," $3,539.34 ", $-   ," $73,309.48 ",Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-003722,Acct-000007,12/8/16,Ethernet, $964.76 , $922.00 ," $15,846.24 ",Bldg-122519,Dallas,2501 S State Hwy 121 - Bldg 3,Lewisville,TX,75067,360.16,On Zayo Network
CPQ-003723,Acct-000199,12/8/16,Wavelengths - Long Haul," $1,509.78 "," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003724,Acct-000199,12/8/16,Wavelengths - Long Haul," $1,555.88 "," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003725,Acct-000435,12/8/16,Wavelengths - Long Haul," $1,885.49 "," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003726,Acct-000170,12/8/16,zColo, $184.40 , $184.40 ," $5,212.98 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003727,Acct-000170,12/8/16,zColo, $184.40 , $184.40 ," $5,212.98 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003728,Acct-000019,12/8/16,Ethernet," $1,585.74 "," $1,383.00 "," $31,487.97 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003728,Acct-000019,12/8/16,Ethernet," $1,585.74 "," $1,383.00 "," $31,487.97 ",Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
CPQ-003729,Acct-000170,12/8/16,zColo, $184.40 , $184.40 ," $5,212.98 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003730,Acct-000170,12/8/16,zColo, $184.40 , $184.40 ," $5,212.98 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003731,Acct-000072,12/8/16,Ethernet," $1,204.13 "," $1,152.50 "," $17,731.78 ",Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
CPQ-003731,Acct-000072,12/8/16,Ethernet," $1,204.13 "," $1,152.50 "," $17,731.78 ",Bldg-084698,Denver,335 Inverness Dr S,Englewood,CO,80112,308.86,On Zayo Network
CPQ-003732,Acct-000093,12/8/16,Ethernet, $645.65 , $461.00 ," $11,418.46 ",Bldg-116613,Denver,5670 Greenwood Plaza Blvd,Englewood,CO,80111,786.33,On Zayo Network
CPQ-003733,Acct-000024,12/8/16,IP Services, $682.12 , $922.00 ," $11,097.04 ",Bldg-038197,Atlanta,3475 Piedmont Rd NE,Atlanta,GA,30305,293.28,On Zayo Network
CPQ-003734,Acct-000024,12/8/16,IP Services, $637.50 , $922.00 ," $5,207.61 ",Bldg-038197,Atlanta,3475 Piedmont Rd NE,Atlanta,GA,30305,293.28,On Zayo Network
CPQ-003735,Acct-000132,12/9/16,Wavelengths - Metro," $6,826.76 ", $-   ," $54,521.58 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003735,Acct-000132,12/9/16,Wavelengths - Metro," $6,826.76 ", $-   ," $54,521.58 ",Bldg-389670,Dallas,2008 Lookout Dr,Garland,TX,75044,2000.44,On Zayo Network
CPQ-003736,Acct-000024,12/8/16,IP Services, $685.68 , $922.00 ," $6,340.19 ",Bldg-038197,Atlanta,3475 Piedmont Rd NE,Atlanta,GA,30305,293.28,On Zayo Network
CPQ-003737,Acct-000019,12/9/16,Ethernet," $2,175.86 "," $3,227.00 "," $139,881.48 ",Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
CPQ-003738,Acct-000278,12/9/16,IP Services," $2,553.41 ", $922.00 ," $57,160.94 ",Bldg-070381,Atlanta,950 E Paces Ferry Rd NE,Atlanta,GA,30326,105.37,On Zayo Network
CPQ-003739,Acct-000535,12/9/16,Ethernet," $3,230.52 ", $-   ," $64,801.36 ",Bldg-030642,Denver,393 Inverness Pkwy,Englewood,CO,80112,96.73,On Zayo Network
CPQ-003740,Acct-000100,12/8/16,IP Services," $1,257.96 ", $922.00 ," $24,670.46 ",Bldg-111386,Denver,3431 N Windsor Dr,Aurora,CO,80011,779.17,On Zayo Network
CPQ-003741,Acct-000100,12/8/16,IP Services," $1,816.37 ", $922.00 ," $37,795.97 ",Bldg-111386,Denver,3431 N Windsor Dr,Aurora,CO,80011,779.17,On Zayo Network
CPQ-003742,Acct-000100,12/8/16,IP Services," $1,816.37 ", $922.00 ," $37,795.97 ",Bldg-111386,Denver,3431 N Windsor Dr,Aurora,CO,80011,779.17,On Zayo Network
CPQ-003743,Acct-000049,12/9/16,Ethernet," $1,112.72 ", $922.00 ," $18,816.99 ",Bldg-118992,Dallas,2993 Irving Blvd,Dallas,TX,75247,115.23,On Zayo Network
CPQ-003744,Acct-000100,12/8/16,IP Services, $613.64 , $922.00 ," $8,503.58 ",Bldg-111386,Denver,3431 N Windsor Dr,Aurora,CO,80011,779.17,On Zayo Network
CPQ-003745,Acct-000049,12/9/16,Ethernet," $1,158.82 ", $922.00 ," $18,765.59 ",Bldg-118992,Dallas,2993 Irving Blvd,Dallas,TX,75247,115.23,On Zayo Network
CPQ-003746,Acct-000100,12/8/16,IP Services, $895.91 , $922.00 ," $16,160.38 ",Bldg-111386,Denver,3431 N Windsor Dr,Aurora,CO,80011,779.17,On Zayo Network
CPQ-003747,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091957,Atlanta,1461 Sylvan Rd SW,Atlanta,GA,30310,38.96,On Zayo Network
CPQ-003748,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091957,Atlanta,1461 Sylvan Rd SW,Atlanta,GA,30310,38.96,On Zayo Network
CPQ-003749,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091956,Atlanta,1246 Ponce De Leon Ave NE,Atlanta,GA,30306,62.32,On Zayo Network
CPQ-003750,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091963,Atlanta,55 McDonough Blvd SE,Atlanta,GA,30315,632.18,On Zayo Network
CPQ-003751,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091956,Atlanta,1246 Ponce De Leon Ave NE,Atlanta,GA,30306,62.32,On Zayo Network
CPQ-003752,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091963,Atlanta,55 McDonough Blvd SE,Atlanta,GA,30315,632.18,On Zayo Network
CPQ-003753,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091962,Atlanta,21 Thirkield Ave SW,Atlanta,GA,30315,183.62,On Zayo Network
CPQ-003754,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091958,Atlanta,2741 Howell Mill Rd NW,Atlanta,GA,30327,122.42,On Zayo Network
CPQ-003755,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091962,Atlanta,21 Thirkield Ave SW,Atlanta,GA,30315,183.62,On Zayo Network
CPQ-003756,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091958,Atlanta,2741 Howell Mill Rd NW,Atlanta,GA,30327,122.42,On Zayo Network
CPQ-003757,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091959,Atlanta,601 Beckwith St SW,Atlanta,GA,30314,63.14,On Zayo Network
CPQ-003758,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091966,Atlanta,2025 Jonesboro Rd SE,Atlanta,GA,30315,584.01,On Zayo Network
CPQ-003759,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091959,Atlanta,601 Beckwith St SW,Atlanta,GA,30314,63.14,On Zayo Network
CPQ-003760,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091966,Atlanta,2025 Jonesboro Rd SE,Atlanta,GA,30315,584.01,On Zayo Network
CPQ-003761,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091968,Atlanta,3029 Humphries Dr SE,Atlanta,GA,30354,167.77,On Zayo Network
CPQ-003762,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091967,Atlanta,1320 Pryor Rd SW,Atlanta,GA,30315,43.35,On Zayo Network
CPQ-003763,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091968,Atlanta,3029 Humphries Dr SE,Atlanta,GA,30354,167.77,On Zayo Network
CPQ-003764,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091967,Atlanta,1320 Pryor Rd SW,Atlanta,GA,30315,43.35,On Zayo Network
CPQ-003765,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091965,Atlanta,1090 Windsor St SW,Atlanta,GA,30310,1113.88,On Zayo Network
CPQ-003766,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091974,Atlanta,4141 Wieuca Rd NE,Atlanta,GA,30342,177.1,On Zayo Network
CPQ-003767,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091965,Atlanta,1090 Windsor St SW,Atlanta,GA,30310,1113.88,On Zayo Network
CPQ-003768,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091974,Atlanta,4141 Wieuca Rd NE,Atlanta,GA,30342,177.1,On Zayo Network
CPQ-003769,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091969,Atlanta,70 Claire Dr SW,Atlanta,GA,30315,2167.03,On Zayo Network
CPQ-003770,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091971,Atlanta,2930 Forrest Hills Dr SW,Atlanta,GA,30315,811.61,On Zayo Network
CPQ-003771,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091969,Atlanta,70 Claire Dr SW,Atlanta,GA,30315,2167.03,On Zayo Network
CPQ-003772,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091971,Atlanta,2930 Forrest Hills Dr SW,Atlanta,GA,30315,811.61,On Zayo Network
CPQ-003773,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091975,Atlanta,3500 Villa Cir SE,Atlanta,GA,30354,103.2,On Zayo Network
CPQ-003774,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091972,Atlanta,897 Welch St SW,Atlanta,GA,30310,137.3,On Zayo Network
CPQ-003775,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091975,Atlanta,3500 Villa Cir SE,Atlanta,GA,30354,103.2,On Zayo Network
CPQ-003776,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091972,Atlanta,897 Welch St SW,Atlanta,GA,30310,137.3,On Zayo Network
CPQ-003777,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,856.73 ",Bldg-091970,Atlanta,1661 Metropolitan Pkwy SW,Atlanta,GA,30315,41.58,On Zayo Network
CPQ-003778,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091973,Atlanta,386 Pine St NE,Atlanta,GA,30308,1167.5,On Zayo Network
CPQ-003779,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,412.52 ",Bldg-091970,Atlanta,1661 Metropolitan Pkwy SW,Atlanta,GA,30315,41.58,On Zayo Network
CPQ-003780,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091973,Atlanta,386 Pine St NE,Atlanta,GA,30308,1167.5,On Zayo Network
CPQ-003781,Acct-000541,12/9/16,IP Services, $562.50 , $922.00 ," $15,439.89 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-003782,Acct-000541,12/9/16,IP Services," $2,105.62 ", $922.00 ," $57,954.12 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-003783,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091926,Atlanta,3116 Benjamin E Mays Dr SW,Atlanta,GA,30311,144.31,On Zayo Network
CPQ-003784,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091926,Atlanta,3116 Benjamin E Mays Dr SW,Atlanta,GA,30311,144.31,On Zayo Network
CPQ-003785,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091929,Atlanta,286 Wilson Mill Rd SW,Atlanta,GA,30331,237.52,On Zayo Network
CPQ-003786,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091927,Atlanta,350 Temple St NW,Atlanta,GA,30314,400.59,On Zayo Network
CPQ-003787,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091935,Atlanta,2326 Venetian Dr SW,Atlanta,GA,30311,229.39,On Zayo Network
CPQ-003788,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091927,Atlanta,350 Temple St NW,Atlanta,GA,30314,400.59,On Zayo Network
CPQ-003789,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091935,Atlanta,2326 Venetian Dr SW,Atlanta,GA,30311,229.39,On Zayo Network
CPQ-003790,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091928,Atlanta,225 Hamilton E Holmes Dr NW,Atlanta,GA,30318,430.27,On Zayo Network
CPQ-003791,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091928,Atlanta,225 Hamilton E Holmes Dr NW,Atlanta,GA,30318,430.27,On Zayo Network
CPQ-003792,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091929,Atlanta,286 Wilson Mill Rd SW,Atlanta,GA,30331,237.52,On Zayo Network
CPQ-003793,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091946,Atlanta,433 Peeples St SW,Atlanta,GA,30310,1229.18,On Zayo Network
CPQ-003794,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091946,Atlanta,433 Peeples St SW,Atlanta,GA,30310,1229.18,On Zayo Network
CPQ-003795,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091953,Atlanta,45 Whitehouse Dr SW,Atlanta,GA,30314,919.96,On Zayo Network
CPQ-003796,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091952,Atlanta,1040 Fair St SW,Atlanta,GA,30314,1278.22,On Zayo Network
CPQ-003797,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091954,Atlanta,285 Sheridan Dr NE,Atlanta,GA,30305,37.42,On Zayo Network
CPQ-003798,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091952,Atlanta,1040 Fair St SW,Atlanta,GA,30314,1278.22,On Zayo Network
CPQ-003799,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091954,Atlanta,285 Sheridan Dr NE,Atlanta,GA,30305,37.42,On Zayo Network
CPQ-003800,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091947,Atlanta,2875 Northside Dr NW,Atlanta,GA,30305,240.67,On Zayo Network
CPQ-003801,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091960,Atlanta,774 Virginia Ave NE,Atlanta,GA,30306,154.62,On Zayo Network
CPQ-003802,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091947,Atlanta,2875 Northside Dr NW,Atlanta,GA,30305,240.67,On Zayo Network
CPQ-003803,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091960,Atlanta,774 Virginia Ave NE,Atlanta,GA,30306,154.62,On Zayo Network
CPQ-003804,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091953,Atlanta,45 Whitehouse Dr SW,Atlanta,GA,30314,919.96,On Zayo Network
CPQ-003805,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091955,Atlanta,225 James P Brawley Dr SW,Atlanta,GA,30314,1053.47,On Zayo Network
CPQ-003806,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091955,Atlanta,225 James P Brawley Dr SW,Atlanta,GA,30314,1053.47,On Zayo Network
CPQ-003807,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-091961,Atlanta,1670 Benjamin Weldon Bickers Dr SE,Atlanta,GA,30315,793.33,On Zayo Network
CPQ-003808,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-091961,Atlanta,1670 Benjamin Weldon Bickers Dr SE,Atlanta,GA,30315,793.33,On Zayo Network
CPQ-003809,Acct-000044,12/9/16,IP Services, $613.91 , $922.00 ," $9,493.75 ",Bldg-070381,Atlanta,950 E Paces Ferry Rd NE,Atlanta,GA,30326,105.37,On Zayo Network
CPQ-003810,Acct-000420,12/9/16,IP Services," $2,553.41 ", $922.00 ," $65,450.83 ",Bldg-018767,Atlanta,65 10th St NE,Atlanta,GA,30309,242.48,On Zayo Network
CPQ-003811,Acct-000044,12/9/16,IP Services, $688.50 , $922.00 ," $11,247.00 ",Bldg-116672,Denver,650 S Cherry St,Denver,CO,80246,2261.14,On Zayo Network
CPQ-003812,Acct-000420,12/9/16,IP Services, $682.12 , $922.00 ," $13,895.04 ",Bldg-018767,Atlanta,65 10th St NE,Atlanta,GA,30309,242.48,On Zayo Network
CPQ-003813,Acct-000034,12/9/16,Wavelengths - Long Haul, $933.06 ," $3,088.70 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-003814,,12/9/16,Wavelengths - Long Haul," $7,155.86 "," $2,766.00 ", $-   ,Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-003814,,12/9/16,Wavelengths - Long Haul," $7,155.86 "," $2,766.00 ", $-   ,Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network
CPQ-003815,Acct-000144,12/9/16,Wavelengths - Long Haul," $1,977.69 "," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
