CPQ ID,Account ID,CreatedDate,Product Group, X36 MRC List , X36 NRR List , X36 NPV List ,Building ID,Market,Street Address,City,State,Postal Code,Network Proximity,On Zayo Network Status
CPQ-007171,Acct-000009,3/6/17,Wavelengths - Long Haul," $2,744.92 "," $3,227.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007172,Acct-000245,1/23/17,IP Services," $2,508.13 ", $922.00 ," $20,801.29 ",Bldg-502600,Denver,3201 W Oxford Ave,Denver,CO,80236,1129.79,Not on Zayo Network
CPQ-007173,Acct-000787,1/23/17,IP Services," $1,646.84 ", $922.00 ," $40,473.86 ",Bldg-038242,Atlanta,5600 United Dr SE,Smyrna,GA,30082,426.83,On Zayo Network
CPQ-007174,Acct-000004,3/6/17,Ethernet, $672.55 , $461.00 ," $13,899.84 ",Bldg-061870,Atlanta,375 Northridge Rd,Atlanta,GA,30350,602.24,On Zayo Network
CPQ-007175,Acct-000787,1/23/17,IP Services," $2,944.83 ", $922.00 ," $28,288.48 ",Bldg-115624,Atlanta,3495 Piedmont Rd NE,Atlanta,GA,30305,1054.01,Not on Zayo Network
CPQ-007176,Acct-000074,3/6/17,Ethernet," $1,404.23 ", $461.00 ," $34,058.32 ",Bldg-128443,Dallas,"1301 Solana Blvd, Bldg #2",Westlake,TX,76262,1672.54,On Zayo Network
CPQ-007177,Acct-000074,1/23/17,Ethernet," $1,817.49 ", $461.00 ," $12,772.19 ",Bldg-507554,Dallas,1170 109th St,Grand Prairie,TX,75050,213.49,Not on Zayo Network
CPQ-007178,Acct-000034,3/6/17,Wavelengths - Long Haul, $966.26 ," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007179,Acct-000787,1/23/17,IP Services, $695.46 , $922.00 ," $14,224.04 ",Bldg-116598,Denver,1580 Lincoln St,Denver,CO,80203,135.77,On Zayo Network
CPQ-007180,Acct-000091,1/23/17,Ethernet, $993.73 , $461.00 ," $7,187.22 ",Bldg-512148,Denver,665 E 56th Ave,Denver,CO,80216,136.23,Not on Zayo Network
CPQ-007181,Acct-000009,3/6/17,Wavelengths - Long Haul," $1,318.46 "," $3,088.70 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007182,Acct-000078,3/6/17,IP Services," $3,497.74 "," $18,440.00 "," $336,599.49 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007183,Acct-000019,1/23/17,Wavelengths - Long Haul," $6,005.79 "," $2,766.00 ", $-   ,Bldg-389670,Dallas,2008 Lookout Dr,Garland,TX,75044,2000.44,On Zayo Network
CPQ-007184,Acct-000019,1/23/17,Wavelengths - Long Haul," $6,091.07 "," $2,996.50 ", $-   ,Bldg-389670,Dallas,2008 Lookout Dr,Garland,TX,75044,2000.44,On Zayo Network
CPQ-007185,Acct-000788,3/6/17,zColo," $2,261.21 "," $2,673.95 "," $52,755.77 ",Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-007186,Acct-000715,3/6/17,Ethernet, $795.09 , $922.00 ," $13,584.64 ",Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-007186,Acct-000715,3/6/17,Ethernet, $795.09 , $922.00 ," $13,584.64 ",Bldg-087927,Atlanta,3350 Peachtree Rd NE,Atlanta,GA,30326,198.33,On Zayo Network
CPQ-007187,Acct-000009,3/6/17,Wavelengths - Long Haul," $3,405.08 "," $3,227.00 ", $-   ,Bldg-108671,Denver,9706 E Easter Ave,Englewood,CO,80112,109.6,On Zayo Network
CPQ-007188,Acct-000019,3/6/17,Wavelengths - Long Haul," $1,457.90 "," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007189,Acct-000715,3/6/17,Wavelengths - Long Haul," $1,199.37 "," $3,227.00 ", $-   ,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007190,Acct-000700,3/6/17,Wavelengths - Long Haul," $1,199.37 "," $3,227.00 ", $-   ,Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007191,Acct-000151,1/23/17,Ethernet, $742.14 , $922.00 ," $9,674.36 ",Bldg-059614,Denver,2154 E Commons Ave,Littleton,CO,80122,908.36,On Zayo Network
CPQ-007192,Acct-000151,1/23/17,Ethernet, $742.14 , $922.00 ," $9,674.36 ",Bldg-059614,Denver,2154 E Commons Ave,Littleton,CO,80122,908.36,On Zayo Network
CPQ-007193,Acct-000044,3/6/17,zColo," $1,016.51 "," $1,751.95 "," $10,352.97 ",Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-007194,Acct-000191,1/23/17,Ethernet," $1,066.74 "," $2,074.50 "," $15,240.60 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007194,Acct-000191,1/23/17,Ethernet," $1,066.74 "," $2,074.50 "," $15,240.60 ",Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network
CPQ-007195,Acct-000045,1/23/17,Wavelengths - Long Haul," $6,630.77 "," $3,227.00 ", $-   ,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-007196,Acct-000009,1/23/17,Wavelengths - Metro," $1,274.97 ", $-   ," $16,517.09 ",Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-007196,Acct-000009,1/23/17,Wavelengths - Metro," $1,274.97 ", $-   ," $16,517.09 ",Bldg-038101,Atlanta,1500 Southpoint Dr,Forest Park,GA,30297,178.15,On Zayo Network
CPQ-007197,Acct-000191,1/23/17,Ethernet," $1,032.44 "," $2,074.50 "," $14,295.65 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007197,Acct-000191,1/23/17,Ethernet," $1,032.44 "," $2,074.50 "," $14,295.65 ",Bldg-038523,Atlanta,375 Riverside Pkwy,Lithia Springs,GA,30122,274.12,On Zayo Network
CPQ-007198,,3/6/17,IP Services, $915.34 ," $1,844.00 "," $46,994.96 ",Bldg-037367,Atlanta,2525 Westside Pkwy,Alpharetta,GA,30004,1580.14,On Zayo Network
CPQ-007199,Acct-000777,1/23/17,IP Services," $2,155.76 ", $922.00 ," $20,949.55 ",Bldg-117101,Denver,7601 Technology Way,Denver,CO,80237,1213.05,Not on Zayo Network
CPQ-007200,Acct-000777,1/23/17,IP Services," $2,155.76 ", $922.00 ," $20,949.55 ",Bldg-117101,Denver,7601 Technology Way,Denver,CO,80237,1213.05,Not on Zayo Network
CPQ-007201,Acct-000660,1/23/17,Ethernet," $1,056.08 ", $922.00 ," $24,141.04 ",Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-007201,Acct-000660,1/23/17,Ethernet," $1,056.08 ", $922.00 ," $24,141.04 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007202,Acct-000476,1/23/17,IP Services, $612.01 , $922.00 ," $11,963.23 ",Bldg-127057,Dallas,1649 W Frankford Rd,Carrollton,TX,75007,630.74,On Zayo Network
CPQ-007203,Acct-000019,3/6/17,Ethernet," $2,171.14 "," $1,383.00 "," $53,069.69 ",Bldg-015168,Denver,1850 Pearl St,Denver,CO,80203,103.07,On Zayo Network
CPQ-007204,Acct-000660,1/23/17,Ethernet," $1,394.21 ", $922.00 ," $28,303.73 ",Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-007204,Acct-000660,1/23/17,Ethernet," $1,394.21 ", $922.00 ," $28,303.73 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007205,Acct-000034,3/6/17,Ethernet," $2,544.68 ", $461.00 ," $63,259.16 ",Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-007206,Acct-000132,3/7/17,Wavelengths - Metro, $753.53 ," $1,383.00 "," $16,191.75 ",Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-007206,Acct-000132,3/7/17,Wavelengths - Metro, $753.53 ," $1,383.00 "," $16,191.75 ",Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network
CPQ-007207,Acct-000789,3/6/17,Ethernet," $1,038.22 ", $922.00 ," $19,008.01 ",Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-007207,Acct-000789,3/6/17,Ethernet," $1,038.22 ", $922.00 ," $19,008.01 ",Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-007208,Acct-000789,3/6/17,Ethernet," $1,555.71 ", $922.00 ," $33,265.36 ",Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-007208,Acct-000789,3/6/17,Ethernet," $1,555.71 ", $922.00 ," $33,265.36 ",Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-007209,Acct-000397,3/6/17,IP Services," $8,514.22 "," $4,610.00 "," $228,341.69 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007210,Acct-000035,1/23/17,Ethernet," $1,054.85 ", $922.00 ," $11,841.99 ",Bldg-115615,Atlanta,3344 Peachtree Rd NE,Atlanta,GA,30326,68.79,On Zayo Network
CPQ-007210,Acct-000035,1/23/17,Ethernet," $1,054.85 ", $922.00 ," $11,841.99 ",Bldg-016856,Atlanta,1033 Jefferson St NW,Atlanta,GA,30318,539.41,On Zayo Network
CPQ-007211,Acct-000790,1/23/17,Ethernet," $2,974.31 ", $922.00 ," $54,963.06 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007211,Acct-000790,1/23/17,Ethernet," $2,974.31 ", $922.00 ," $54,963.06 ",Bldg-117716,Dallas,6653 Pinecrest Dr,Plano,TX,75024,535.09,On Zayo Network
CPQ-007212,Acct-000017,3/6/17,Wavelengths - Long Haul," $2,733.35 "," $3,692.92 "," $33,798.45 ",Bldg-133709,Denver,8636 S Peoria St,Englewood,CO,80112,89.57,On Zayo Network
CPQ-007213,Acct-000789,3/6/17,Ethernet," $1,056.96 ", $922.00 ," $22,151.31 ",Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-007213,Acct-000789,3/6/17,Ethernet," $1,056.96 ", $922.00 ," $22,151.31 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-007214,Acct-000789,3/6/17,Ethernet," $1,641.69 ", $922.00 ," $38,261.23 ",Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-007214,Acct-000789,3/6/17,Ethernet," $1,641.69 ", $922.00 ," $38,261.23 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-007215,Acct-000789,3/6/17,zColo," $2,344.19 "," $2,766.15 "," $53,895.68 ",Bldg-111681,Denver,6900 S Peoria St,Centennial,CO,80112,244.81,On Zayo Network
CPQ-007215,Acct-000789,3/6/17,zColo," $2,344.19 "," $2,766.15 "," $53,895.68 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-007216,Acct-000398,3/7/17,Ethernet," $5,656.01 ", $922.00 ," $32,969.39 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007217,Acct-000017,3/6/17,Ethernet," $1,145.40 ", $922.00 ," $32,055.25 ",Bldg-058803,Denver,11900 E Cornell Ave,Aurora,CO,80014,447.82,On Zayo Network
CPQ-007218,Acct-000144,3/6/17,Wavelengths - Metro," $1,735.11 ", $-   ," $18,176.53 ",Bldg-090300,Dallas,3010 Waterview Pkwy,Richardson,TX,75080,436.62,On Zayo Network
CPQ-007218,Acct-000144,3/6/17,Wavelengths - Metro," $1,735.11 ", $-   ," $18,176.53 ",Bldg-389670,Dallas,2008 Lookout Dr,Garland,TX,75044,2000.44,On Zayo Network
CPQ-007219,Acct-000058,3/7/17,Dark Fiber - Metro," $3,409.99 "," $4,610.00 "," $89,541.46 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007219,Acct-000058,3/7/17,Dark Fiber - Metro," $3,409.99 "," $4,610.00 "," $89,541.46 ",Bldg-139716,Denver,8535 Highfield Pkwy - Bldg 3,Englewood,CO,80112,78.82,On Zayo Network
CPQ-007220,Acct-000116,1/23/17,Wavelengths - Long Haul," $5,121.00 "," $2,766.00 ", $-   ,Bldg-131162,Dallas,1215 Integrity Dr,Richardson,TX,75081,160.56,On Zayo Network
CPQ-007221,Acct-000398,3/7/17,Ethernet," $5,544.25 ", $922.00 ," $32,969.44 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007222,Acct-000791,3/7/17,Ethernet," $1,625.62 "," $1,383.00 "," $33,161.31 ",Bldg-118244,Dallas,8 Campus Cir,Roanoke,TX,76262,479.98,On Zayo Network
CPQ-007223,Acct-000792,3/7/17,Ethernet," $5,544.25 ", $922.00 ," $32,969.44 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007224,Acct-000791,3/7/17,Ethernet," $1,371.31 ", $922.00 ," $33,400.42 ",Bldg-118244,Dallas,8 Campus Cir,Roanoke,TX,76262,479.98,On Zayo Network
CPQ-007225,Acct-000125,1/23/17,Wavelengths - Long Haul," $3,495.12 "," $2,766.00 ", $-   ,Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-007226,Acct-000594,1/23/17,Ethernet," $2,018.31 "," $2,074.50 "," $31,081.26 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007226,Acct-000594,1/23/17,Ethernet," $2,018.31 "," $2,074.50 "," $31,081.26 ",Bldg-016855,Atlanta,300 Satellite Blvd NW,Suwanee,GA,30024,374.79,On Zayo Network
CPQ-007227,Acct-000013,3/7/17,Dark Fiber - Metro," $3,525.24 "," $4,702.20 "," $89,459.36 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007227,Acct-000013,3/7/17,Dark Fiber - Metro," $3,525.24 "," $4,702.20 "," $89,459.36 ",Bldg-139716,Denver,8535 Highfield Pkwy - Bldg 3,Englewood,CO,80112,78.82,On Zayo Network
CPQ-007228,Acct-000125,1/23/17,Ethernet, $656.79 , $922.00 ," $12,201.72 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007228,Acct-000125,1/23/17,Ethernet, $656.79 , $922.00 ," $12,201.72 ",Bldg-038081,Atlanta,1170 Peachtree St NE,Atlanta,GA,30309,136.34,On Zayo Network
CPQ-007229,Acct-000303,1/23/17,Wavelengths - Long Haul," $3,958.63 "," $2,766.00 "," $84,541.51 ",Bldg-131162,Dallas,1215 Integrity Dr,Richardson,TX,75081,160.56,On Zayo Network
CPQ-007230,Acct-000793,1/23/17,Ethernet, $630.79 , $461.00 ," $11,692.59 ",Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-007231,Acct-000125,1/23/17,Ethernet," $1,565.00 ", $922.00 ," $37,262.23 ",Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-007232,Acct-000013,3/6/17,Ethernet, $645.65 , $461.00 ," $11,418.46 ",Bldg-061907,Atlanta,2849 Paces Ferry Rd SE,Atlanta,GA,30339,1354.69,On Zayo Network
CPQ-007233,Acct-000793,1/23/17,Ethernet, $570.90 , $461.00 ," $12,911.89 ",Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network
CPQ-007234,Acct-000793,1/23/17,Ethernet, $605.05 , $461.00 ," $13,714.62 ",Bldg-027193,Atlanta,55 Marietta St NW,Atlanta,GA,30303,110.85,On Zayo Network
CPQ-007235,Acct-000632,1/23/17,zColo, $248.94 , $276.60 ," $7,064.50 ",Bldg-038071,Atlanta,1100 White St SW,Atlanta,GA,30310,297.34,On Zayo Network
CPQ-007236,Acct-000013,3/7/17,Dark Fiber - Metro," $7,496.00 "," $4,794.40 "," $186,797.88 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007236,Acct-000013,3/7/17,Dark Fiber - Metro," $7,496.00 "," $4,794.40 "," $186,797.88 ",Bldg-139716,Denver,8535 Highfield Pkwy - Bldg 3,Englewood,CO,80112,78.82,On Zayo Network
CPQ-007237,Acct-000019,1/23/17,Ethernet," $1,791.58 ", $922.00 ," $40,464.36 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007237,Acct-000019,1/23/17,Ethernet," $1,791.58 ", $922.00 ," $40,464.36 ",Bldg-137677,Dallas,6431 Longhorn Dr,Irving,TX,75063,338.03,On Zayo Network
CPQ-007238,Acct-000034,3/6/17,Wavelengths - Metro," $1,268.04 ", $-   ," $12,385.74 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007238,Acct-000034,3/6/17,Wavelengths - Metro," $1,268.04 ", $-   ," $12,385.74 ",Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-007239,Acct-000794,1/23/17,Ethernet," $2,013.29 ", $922.00 ," $14,549.51 ",Bldg-138016,Atlanta,5565 Glenridge Connector,Atlanta,GA,30342,1476.05,Not on Zayo Network
CPQ-007240,Acct-000009,3/7/17,Ethernet, $623.81 , $-   ," $12,145.47 ",Bldg-084699,Denver,550 E 84th Ave,Denver,CO,80229,385.93,On Zayo Network
CPQ-007241,Acct-000794,1/23/17,Ethernet," $2,013.29 ", $922.00 ," $14,549.51 ",Bldg-138016,Atlanta,5565 Glenridge Connector,Atlanta,GA,30342,1476.05,Not on Zayo Network
CPQ-007242,Acct-000795,3/7/17,Ethernet, $881.17 , $922.00 ," $20,835.24 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007243,Acct-000034,3/6/17,Wavelengths - Long Haul, $815.05 ," $2,766.00 ", $-   ,Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007244,Acct-000009,3/7/17,Ethernet," $1,309.87 ", $461.00 ," $28,219.37 ",Bldg-038241,Atlanta,5555 Windward Pkwy,Alpharetta,GA,30004,313.64,On Zayo Network
CPQ-007245,Acct-000009,3/7/17,Wavelengths - Metro," $1,161.54 ", $-   ," $17,533.03 ",Bldg-012582,Atlanta,56 Marietta St NW,Atlanta,GA,30303,66.45,On Zayo Network
CPQ-007245,Acct-000009,3/7/17,Wavelengths - Metro," $1,161.54 ", $-   ," $17,533.03 ",Bldg-038241,Atlanta,5555 Windward Pkwy,Alpharetta,GA,30004,313.64,On Zayo Network
CPQ-007246,Acct-000034,1/23/17,Wavelengths - Long Haul," $2,512.50 "," $2,766.00 "," $51,745.06 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007247,Acct-000009,3/7/17,Ethernet," $1,098.24 ", $-   ," $7,446.04 ",Bldg-061797,Atlanta,3875 Mansell Rd,Alpharetta,GA,30022,550.96,Not on Zayo Network
CPQ-007248,Acct-000348,1/23/17,Ethernet," $1,767.22 "," $1,198.60 "," $34,952.73 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007249,Acct-000125,1/23/17,Ethernet," $1,054.85 ", $922.00 ," $23,168.76 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007249,Acct-000125,1/23/17,Ethernet," $1,054.85 ", $922.00 ," $23,168.76 ",Bldg-038081,Atlanta,1170 Peachtree St NE,Atlanta,GA,30309,136.34,On Zayo Network
CPQ-007250,Acct-000125,1/23/17,Ethernet," $2,485.02 ", $922.00 ," $56,436.88 ",Bldg-018754,Atlanta,180 Peachtree St NW,Atlanta,GA,30303,1055.22,On Zayo Network
CPQ-007250,Acct-000125,1/23/17,Ethernet," $2,485.02 ", $922.00 ," $56,436.88 ",Bldg-038081,Atlanta,1170 Peachtree St NE,Atlanta,GA,30309,136.34,On Zayo Network
CPQ-007251,Acct-000002,1/23/17,Wavelengths - Metro," $4,592.94 ", $-   ," $49,737.21 ",Bldg-015169,Denver,1425 Champa St,Denver,CO,80202,148.72,On Zayo Network
CPQ-007251,Acct-000002,1/23/17,Wavelengths - Metro," $4,592.94 ", $-   ," $49,737.21 ",Bldg-031893,Denver,8534 Concord Center Dr,Englewood,CO,80112,582.79,On Zayo Network
CPQ-007252,Acct-000087,1/23/17,IP Services," $1,895.06 ", $922.00 ," $44,486.16 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007253,Acct-000013,3/6/17,Dark Fiber - Metro," $7,214.93 "," $4,610.00 "," $185,557.24 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007253,Acct-000013,3/6/17,Dark Fiber - Metro," $7,214.93 "," $4,610.00 "," $185,557.24 ",Bldg-139716,Denver,8535 Highfield Pkwy - Bldg 3,Englewood,CO,80112,78.82,On Zayo Network
CPQ-007254,Acct-000218,3/6/17,IP Services, $682.12 , $922.00 ," $11,872.95 ",Bldg-038227,Atlanta,470 E Paces Ferry Rd NE,Atlanta,GA,30305,155.89,On Zayo Network
CPQ-007255,Acct-000178,1/23/17,IP Services, $650.25 , $922.00 ," $10,347.84 ",Bldg-137011,Denver,1062 Delaware St,Denver,CO,80204,603.2,On Zayo Network
CPQ-007256,Acct-000009,1/23/17,Ethernet," $1,696.53 "," $1,198.60 "," $33,005.18 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007257,Acct-000024,3/7/17,IP Services," $2,553.41 ", $922.00 ," $55,857.99 ",Bldg-117902,Dallas,201 Main St,Fort Worth,TX,76102,26.96,On Zayo Network
CPQ-007258,Acct-000024,3/7/17,IP Services, $905.37 , $922.00 ," $17,120.34 ",Bldg-117902,Dallas,201 Main St,Fort Worth,TX,76102,26.96,On Zayo Network
CPQ-007259,Acct-000009,1/23/17,Ethernet," $2,425.99 "," $1,244.70 "," $16,036.17 ",Bldg-126879,Dallas,904 Quality Way,Richardson,TX,75081,146.28,On Zayo Network
CPQ-007259,Acct-000009,1/23/17,Ethernet," $2,425.99 "," $1,244.70 "," $16,036.17 ",Bldg-133351,Denver,9110 Commerce Center Cir,Littleton,CO,80129,2021.22,On Zayo Network
CPQ-007260,Acct-000224,1/23/17,Ethernet," $5,853.01 ", $922.00 ," $40,582.72 ",Bldg-111499,Denver,999 18th St - Bldg North Tower,Denver,CO,80202,159.83,On Zayo Network
CPQ-007260,Acct-000224,1/23/17,Ethernet," $5,853.01 ", $922.00 ," $40,582.72 ",Bldg-387800,Denver,3800 S Pierce St,Denver,CO,80235,3862.49,Not on Zayo Network
CPQ-007261,Acct-000585,3/6/17,IP Services, $682.12 , $922.00 ," $14,632.65 ",Bldg-111345,Dallas,7557 Rambler Rd,Dallas,TX,75231,611.47,On Zayo Network
CPQ-007262,Acct-000530,1/23/17,zColo, $248.94 , $276.60 ," $6,774.07 ",Bldg-109814,Dallas,8600 Harry Hines Blvd,Dallas,TX,75235,249.75,On Zayo Network
CPQ-007263,Acct-000034,3/7/17,Wavelengths - Metro," $1,081.33 ", $-   ," $12,495.61 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007263,Acct-000034,3/7/17,Wavelengths - Metro," $1,081.33 ", $-   ," $12,495.61 ",Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-007264,Acct-000224,1/23/17,Ethernet," $5,853.01 ", $922.00 ," $40,582.72 ",Bldg-111499,Denver,999 18th St - Bldg North Tower,Denver,CO,80202,159.83,On Zayo Network
CPQ-007264,Acct-000224,1/23/17,Ethernet," $5,853.01 ", $922.00 ," $40,582.72 ",Bldg-387800,Denver,3800 S Pierce St,Denver,CO,80235,3862.49,Not on Zayo Network
CPQ-007265,Acct-000034,3/7/17,Ethernet, $672.55 , $461.00 ," $13,938.16 ",Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-007266,Acct-000013,1/23/17,Ethernet, $672.55 , $461.00 ," $12,159.69 ",Bldg-081986,Atlanta,1720 Windward Concourse,Alpharetta,GA,30005,360.28,On Zayo Network
CPQ-007267,Acct-000789,3/6/17,zColo," $2,842.07 "," $3,319.35 "," $66,862.97 ",Bldg-120678,Dallas,6606 Lyndon B Johnson Fwy,Dallas,TX,75240,601.38,On Zayo Network
CPQ-007268,Acct-000795,3/6/17,Ethernet, $881.17 , $922.00 ," $20,835.24 ",Bldg-014866,Dallas,1950 N Stemmons Fwy,Dallas,TX,75207,239.8,On Zayo Network
CPQ-007269,Acct-000034,3/7/17,Wavelengths - Metro," $1,492.65 ", $92.20 ," $2,777.70 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007269,Acct-000034,3/7/17,Wavelengths - Metro," $1,492.65 ", $92.20 ," $2,777.70 ",Bldg-446883,Denver,3825 N Lafayette St,Denver,CO,80205,233.1,Not on Zayo Network
CPQ-007270,Acct-000074,1/23/17,Wavelengths - Long Haul," $2,757.43 "," $2,858.20 "," $45,543.94 ",Bldg-017035,Denver,910 15th St,Denver,CO,80202,96.49,On Zayo Network
CPQ-007271,Acct-000034,3/7/17,Ethernet, $672.55 , $461.00 ," $12,159.69 ",Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
CPQ-007272,Acct-000009,1/23/17,Ethernet," $2,029.80 "," $1,244.70 "," $26,052.57 ",Bldg-014141,Denver,4300 Brighton Blvd,Denver,CO,80216,247,On Zayo Network
CPQ-007272,Acct-000009,1/23/17,Ethernet," $2,029.80 "," $1,244.70 "," $26,052.57 ",Bldg-126879,Dallas,904 Quality Way,Richardson,TX,75081,146.28,On Zayo Network
CPQ-007273,Acct-000034,3/7/17,Ethernet, $841.75 , $922.00 ," $16,221.99 ",Bldg-065056,Dallas,2323 Bryan St,Dallas,TX,75201,64.67,On Zayo Network
CPQ-007273,Acct-000034,3/7/17,Ethernet, $841.75 , $922.00 ," $16,221.99 ",Bldg-136936,Dallas,850 E Collins Blvd,Richardson,TX,75081,191.28,On Zayo Network
